Ground,Margin,Match_Date,Team1,Team2,matchID,winner
Melbourne,6 wickets,18-Feb-22,Australia,Sri Lanka,1470,Australia
Al Amerat,6 wickets,18-Feb-22,Bahrain,Germany,1471,Bahrain
Al Amerat,18 runs,18-Feb-22,Ireland,U.A.E.,1472,U.A.E.
Eden Gardens,8 runs,18-Feb-22,India,West Indies,1473,India
Al Amerat,136 runs,19-Feb-22,Nepal,Philippines,1474,Nepal
Al Amerat,9 wickets,19-Feb-22,Oman,Canada,1475,Oman
Al Amerat,21 runs,19-Feb-22,Bahrain,Ireland,1476,Ireland
Al Amerat,24 runs,19-Feb-22,Germany,U.A.E.,1477,U.A.E.
Melbourne,5 wickets,20-Feb-22,Australia,Sri Lanka,1478,Sri Lanka
Eden Gardens,17 runs,20-Feb-22,India,West Indies,1479,India
Al Amerat,2 runs,21-Feb-22,Bahrain,U.A.E.,1480,Bahrain
Al Amerat,7 wickets,21-Feb-22,Germany,Ireland,1481,Ireland
Al Amerat,8 wickets,21-Feb-22,Canada,Nepal,1482,Nepal
Al Amerat,9 wickets,21-Feb-22,Oman,Philippines,1483,Oman
Al Amerat,91 runs,22-Feb-22,Bahrain,Philippines,1484,Bahrain
Al Amerat,6 wickets,22-Feb-22,Canada,Germany,1485,Canada
Al Amerat,68 runs,22-Feb-22,Nepal,U.A.E.,1486,U.A.E.
Al Amerat,56 runs,22-Feb-22,Oman,Ireland,1487,Ireland
Al Amerat,7 wickets,24-Feb-22,Bahrain,Canada,1488,Canada
Al Amerat,9 wickets,24-Feb-22,Germany,Philippines,1489,Germany
Al Amerat,7 wickets,24-Feb-22,Ireland,U.A.E.,1490,U.A.E.
Al Amerat,9 wickets,24-Feb-22,Oman,Nepal,1491,Nepal
Lucknow,62 runs,24-Feb-22,India,Sri Lanka,1492,India
Dharamsala,7 wickets,26-Feb-22,India,Sri Lanka,1493,India
Dharamsala,6 wickets,27-Feb-22,India,Sri Lanka,1494,India
Mirpur,61 runs,3-Mar-22,Bangladesh,Afghanistan,1495,Bangladesh
Mirpur,8 wickets,5-Mar-22,Bangladesh,Afghanistan,1496,Afghanistan
Kirtipur,15 runs,28-Mar-22,Nepal,P.N.G.,1497,Nepal
Kirtipur,8 runs,29-Mar-22,Malaysia,P.N.G.,1498,Malaysia
Kirtipur,6 wickets,30-Mar-22,Nepal,Malaysia,1499,Nepal
Kirtipur,37 runs,31-Mar-22,Nepal,P.N.G.,1500,Nepal
Kirtipur,8 wickets,1-Apr-22,Malaysia,P.N.G.,1501,P.N.G.
Kirtipur,85 runs,2-Apr-22,Nepal,Malaysia,1502,Nepal
Kirtipur,50 runs,4-Apr-22,Nepal,P.N.G.,1503,Nepal
Lahore,3 wickets,5-Apr-22,Pakistan,Australia,1504,Australia
Windhoek,8 wickets,8-Apr-22,Namibia,Uganda,1505,Namibia
Windhoek,7 wickets,9-Apr-22,Namibia,Uganda,1506,Uganda
Windhoek,52 runs,10-Apr-22,Namibia,Uganda,1507,Namibia
George Town,8 wickets,13-Apr-22,Cayman Is,Bahamas,1508,Cayman Is
George Town,15 runs,14-Apr-22,Cayman Is,Bahamas,1509,Cayman Is
George Town,7 wickets,16-Apr-22,Cayman Is,Bahamas,1510,Cayman Is
George Town,65 runs,16-Apr-22,Cayman Is,Bahamas,1511,Cayman Is
George Town,42 runs,17-Apr-22,Cayman Is,Bahamas,1512,Cayman Is
Almeria,37 runs,29-Apr-22,Guernsey,Norway,1513,Norway
Almeria,51 runs,30-Apr-22,Spain,Norway,1514,Spain
Almeria,8 wickets,30-Apr-22,Guernsey,Norway,1515,Guernsey
Almeria,8 wickets,30-Apr-22,Spain,Guernsey,1516,Spain
Almeria,8 wickets,1-May-22,Spain,Guernsey,1517,Guernsey
Almeria,41 runs,1-May-22,Spain,Norway,1518,Spain
Brondby,3 wickets,7-May-22,Denmark,Finland,1519,Finland
Brondby,137 runs,7-May-22,Denmark,Finland,1520,Denmark
Brondby,53 runs,8-May-22,Denmark,Finland,1521,Denmark
Marsa,5 wickets,10-May-22,Malta,Gibraltar,1522,Malta
Marsa,45 runs,10-May-22,Malta,Hungary,1523,Malta
Marsa,4 wickets,10-May-22,Gibraltar,Hungary,1524,Hungary
Marsa,5 wickets,11-May-22,Malta,Romania,1525,Malta
Marsa,40 runs,11-May-22,Czech Rep.,Gibraltar,1526,Czech Rep.
Marsa,5 runs,11-May-22,Bulgaria,Hungary,1527,Hungary
Marsa,2 runs,12-May-22,Malta,Czech Rep.,1528,Malta
Marsa,88 runs,12-May-22,Bulgaria,Czech Rep.,1529,Czech Rep.
Marsa,6 wickets,12-May-22,Hungary,Romania,1530,Hungary
Marsa,21 runs,13-May-22,Bulgaria,Gibraltar,1531,Gibraltar
Marsa,26 runs,13-May-22,Czech Rep.,Romania,1532,Romania
Marsa,8 wickets,13-May-22,Bulgaria,Romania,1533,Romania
Marsa,7 wickets,14-May-22,Czech Rep.,Hungary,1534,Czech Rep.
Marsa,8 wickets,14-May-22,Gibraltar,Romania,1535,Romania
Marsa,6 wickets,14-May-22,Malta,Bulgaria,1536,Malta
Marsa,5 wickets,15-May-22,Bulgaria,Gibraltar,1537,Bulgaria
Marsa,70 runs,15-May-22,Czech Rep.,Hungary,1538,Czech Rep.
Marsa,9 runs,15-May-22,Malta,Romania,1539,Romania
Bulawayo,7 runs,17-May-22,Zimbabwe,Namibia,1540,Zimbabwe
Bulawayo,8 wickets,19-May-22,Zimbabwe,Namibia,1541,Namibia
St Peter Port,37 runs,20-May-22,Guernsey,Jersey,1542,Jersey
Castel,60 runs,21-May-22,Guernsey,Jersey,1543,Jersey
Bulawayo,8 wickets,21-May-22,Zimbabwe,Namibia,1544,Zimbabwe
Castel,37 runs,21-May-22,Guernsey,Jersey,1545,Jersey
Bulawayo,6 wickets,22-May-22,Zimbabwe,Namibia,1546,Namibia
Bulawayo,32 runs,24-May-22,Zimbabwe,Namibia,1547,Namibia
Lower Austria,105 runs,4-Jun-22,Austria,Hungary,1548,Austria
Lower Austria,-,4-Jun-22,Austria,Hungary,1549,no result
Lower Austria,4 wickets,5-Jun-22,Austria,Hungary,1550,Hungary
Colombo (RPS),10 wickets,7-Jun-22,Sri Lanka,Australia,1551,Australia
Colombo (RPS),3 wickets,8-Jun-22,Sri Lanka,Australia,1552,Australia
Krefeld,54 runs,9-Jun-22,Germany,Austria,1553,Germany
Delhi,7 wickets,9-Jun-22,India,South Africa,1554,South Africa
Krefeld,4 wickets,9-Jun-22,Germany,Sweden,1555,Germany
Krefeld,38 runs,10-Jun-22,Germany,Austria,1556,Austria
Krefeld,3 runs,10-Jun-22,Austria,Sweden,1557,Austria
Gent,111 runs,11-Jun-22,Belgium,Malta,1558,Belgium
Walferdange,18 runs,11-Jun-22,Luxembourg,Switzerland,1559,Luxembourg
Krefeld,1 run,11-Jun-22,Austria,Sweden,1560,Austria
Harare,6 wickets,11-Jun-22,Zimbabwe,Afghanistan,1561,Afghanistan
Gent,84 runs,11-Jun-22,Belgium,Malta,1562,Belgium
Walferdange,78 runs,11-Jun-22,Luxembourg,Switzerland,1563,Switzerland
Pallekele,4 wickets,11-Jun-22,Sri Lanka,Australia,1564,Sri Lanka
Krefeld,29 runs,11-Jun-22,Germany,Sweden,1565,Germany
Waterloo,122 runs,12-Jun-22,Belgium,Malta,1566,Belgium
Krefeld,3 wickets,12-Jun-22,Germany,Austria,1567,Germany
Harare,21 runs,12-Jun-22,Zimbabwe,Afghanistan,1568,Afghanistan
Cuttack,4 wickets,12-Jun-22,India,South Africa,1569,South Africa
Harare,35 runs,14-Jun-22,Zimbabwe,Afghanistan,1570,Afghanistan
Visakhapatnam,48 runs,14-Jun-22,India,South Africa,1571,India
Rajkot,82 runs,17-Jun-22,India,South Africa,1572,India
Kerava,23 runs,19-Jun-22,Finland,Estonia,1573,Finland
Kerava,11 runs,19-Jun-22,Finland,Estonia,1574,Finland
Bengaluru,-,19-Jun-22,India,South Africa,1575,no result
Sofia,6 wickets,24-Jun-22,Bulgaria,Serbia,1576,Bulgaria
Sofia,5 wickets,25-Jun-22,Bulgaria,Serbia,1577,Bulgaria
Sofia,40 runs,25-Jun-22,Bulgaria,Serbia,1578,Bulgaria
Sofia,6 wickets,26-Jun-22,Bulgaria,Serbia,1579,Bulgaria
Dublin (Malahide),7 wickets,26-Jun-22,Ireland,India,1580,India
Gent,7 wickets,28-Jun-22,Belgium,Gibraltar,1581,Belgium
Waterloo,6 wickets,28-Jun-22,Malta,Spain,1582,Spain
Singapore,4 wickets,28-Jun-22,Singapore,Malaysia,1583,Singapore
Gent,88 runs,28-Jun-22,Denmark,Hungary,1584,Denmark
Waterloo,47 runs,28-Jun-22,Israel,Portugal,1585,Portugal
Dublin (Malahide),4 runs,28-Jun-22,Ireland,India,1586,India
Waterloo,132 runs,29-Jun-22,Denmark,Gibraltar,1587,Denmark
Gent,11 runs,29-Jun-22,Malta,Portugal,1588,Portugal
Singapore,23 runs,29-Jun-22,Singapore,Malaysia,1589,Malaysia
Waterloo,2 wickets,29-Jun-22,Belgium,Hungary,1590,Belgium
Gent,7 wickets,29-Jun-22,Israel,Spain,1591,Spain
Singapore,5 wickets,30-Jun-22,Singapore,Malaysia,1592,Malaysia
Waterloo,4 wickets,1-Jul-22,Gibraltar,Hungary,1593,Gibraltar
Gent,8 wickets,1-Jul-22,Portugal,Spain,1594,Spain
Waterloo,12 runs,1-Jul-22,Belgium,Denmark,1595,Belgium
Gent,16 runs,1-Jul-22,Israel,Malta,1596,Malta
Bangi,155 runs,2-Jul-22,Malaysia,Bhutan,1597,Malaysia
Waterloo,8 wickets,2-Jul-22,Belgium,Portugal,1598,Portugal
Singapore,18 runs,2-Jul-22,Singapore,P.N.G.,1599,Singapore
Waterloo,41 runs,2-Jul-22,Denmark,Spain,1600,Denmark
Roseau,-,2-Jul-22,West Indies,Bangladesh,1601,no result
Bangi,7 wickets,3-Jul-22,Maldives,Thailand,1602,Maldives
Bangi,39 runs,3-Jul-22,Malaysia,Bhutan,1603,Malaysia
Waterloo,12 runs,3-Jul-22,Hungary,Israel,1604,Israel
Singapore,3 wickets,3-Jul-22,Singapore,P.N.G.,1605,P.N.G.
Waterloo,7 wickets,3-Jul-22,Gibraltar,Malta,1606,Malta
Roseau,35 runs,3-Jul-22,West Indies,Bangladesh,1607,West Indies
Bangi,9 wickets,4-Jul-22,Malaysia,Thailand,1608,Malaysia
Bangi,6 runs,4-Jul-22,Bhutan,Maldives,1609,Bhutan
Waterloo,5 wickets,4-Jul-22,Belgium,Spain,1610,Belgium
Waterloo,9 wickets,4-Jul-22,Denmark,Portugal,1611,Denmark
Bangi,6 wickets,6-Jul-22,Bhutan,Thailand,1612,Bhutan
Bangi,8 wickets,6-Jul-22,Malaysia,Maldives,1613,Malaysia
Bangi,2 runs,7-Jul-22,Bhutan,Maldives,1614,Bhutan
Bangi,9 wickets,7-Jul-22,Malaysia,Thailand,1615,Malaysia
Southampton,50 runs,7-Jul-22,England,India,1616,India
Providence,5 wickets,7-Jul-22,West Indies,Bangladesh,1617,West Indies
Bangi,41 runs,8-Jul-22,Maldives,Thailand,1618,Maldives
Vinor,5 wickets,8-Jul-22,Austria,Luxembourg,1619,Austria
Vinor,5 wickets,8-Jul-22,Czech Rep.,Luxembourg,1620,Czech Rep.
Belgrade,7 wickets,8-Jul-22,Serbia,Bulgaria,1621,Serbia
Bangi,94 runs,9-Jul-22,Malaysia,Maldives,1622,Malaysia
Bangi,28 runs,9-Jul-22,Bhutan,Thailand,1623,Bhutan
Vinor,4 wickets,9-Jul-22,Czech Rep.,Austria,1624,Austria
Belgrade,8 wickets,9-Jul-22,Serbia,Bulgaria,1625,Serbia
Vinor,35 runs,9-Jul-22,Austria,Luxembourg,1626,Austria
Belgrade,95 runs,9-Jul-22,Serbia,Bulgaria,1627,Bulgaria
Birmingham,49 runs,9-Jul-22,England,India,1628,India
Vinor,36 runs,10-Jul-22,Czech Rep.,Luxembourg,1629,Czech Rep.
Vinor,6 wickets,10-Jul-22,Czech Rep.,Austria,1630,Czech Rep.
Nottingham,17 runs,10-Jul-22,England,India,1631,England
Bangi,9 wickets,11-Jul-22,Malaysia,Bhutan,1632,Malaysia
Bulawayo,8 wickets,11-Jul-22,Jersey,U.S.A.,1633,U.S.A.
Bulawayo,111 runs,11-Jul-22,Zimbabwe,Singapore,1634,Zimbabwe
Bulawayo,2 wickets,11-Jul-22,Hong Kong,Uganda,1635,Uganda
Bulawayo,52 runs,11-Jul-22,Netherlands,P.N.G.,1636,Netherlands
Bulawayo,132 runs,12-Jul-22,Singapore,U.S.A.,1637,U.S.A.
Bulawayo,23 runs,12-Jul-22,Zimbabwe,Jersey,1638,Zimbabwe
Kerava,8 wickets,12-Jul-22,Cyprus,Isle of Man,1639,Isle of Man
Vantaa,9 wickets,12-Jul-22,Greece,Italy,1640,Italy
Bulawayo,7 wickets,12-Jul-22,Hong Kong,Netherlands,1641,Netherlands
Bulawayo,8 wickets,12-Jul-22,P.N.G.,Uganda,1642,P.N.G.
Vantaa,12 runs,12-Jul-22,Finland,Sweden,1643,Finland
Kerava,51 runs,12-Jul-22,Romania,Turkey,1644,Romania
Kerava,8 wickets,13-Jul-22,Croatia,Sweden,1645,Sweden
Vantaa,20 runs,13-Jul-22,Cyprus,Romania,1646,Cyprus
Kerava,5 wickets,13-Jul-22,Finland,Italy,1647,Italy
Vantaa,68 runs,13-Jul-22,Isle of Man,Serbia,1648,Isle of Man
Bulawayo,2 wickets,14-Jul-22,Hong Kong,P.N.G.,1649,Hong Kong
Bulawayo,97 runs,14-Jul-22,Netherlands,Uganda,1650,Netherlands
Bulawayo,13 runs,14-Jul-22,Jersey,Singapore,1651,Jersey
Bulawayo,46 runs,14-Jul-22,Zimbabwe,U.S.A.,1652,Zimbabwe
Bulawayo,7 wickets,15-Jul-22,Hong Kong,Singapore,1653,Hong Kong
Bulawayo,5 runs,15-Jul-22,Jersey,Uganda,1654,Uganda
Vantaa,91 runs,15-Jul-22,Italy,Sweden,1655,Italy
Kerava,7 wickets,15-Jul-22,Serbia,Turkey,1656,Serbia
Bulawayo,7 wickets,15-Jul-22,Netherlands,U.S.A.,1657,Netherlands
Bulawayo,27 runs,15-Jul-22,Zimbabwe,P.N.G.,1658,Zimbabwe
Vantaa,3 runs,15-Jul-22,Croatia,Greece,1659,Croatia
Kerava,8 wickets,15-Jul-22,Isle of Man,Romania,1660,Isle of Man
Kerava,37 runs,16-Jul-22,Finland,Greece,1661,Finland
Vantaa,31 runs,16-Jul-22,Romania,Serbia,1662,Romania
Kerava,166 runs,16-Jul-22,Croatia,Italy,1663,Italy
Vantaa,135 runs,16-Jul-22,Cyprus,Turkey,1664,Cyprus
Bulawayo,4 runs,17-Jul-22,Hong Kong,Uganda,1665,Uganda
Bulawayo,6 wickets,17-Jul-22,Jersey,Singapore,1666,Jersey
Bulawayo,5 runs,17-Jul-22,P.N.G.,U.S.A.,1667,P.N.G.
Bulawayo,37 runs,17-Jul-22,Zimbabwe,Netherlands,1668,Zimbabwe
Kerava,4 wickets,18-Jul-22,Cyprus,Serbia,1669,Serbia
Vantaa,107 runs,18-Jul-22,Greece,Sweden,1670,Sweden
Vantaa,5 wickets,18-Jul-22,Finland,Croatia,1671,Finland
Kerava,74 runs,18-Jul-22,Isle of Man,Turkey,1672,Isle of Man
Belfast,31 runs,18-Jul-22,Ireland,New Zealand,1673,New Zealand
Vantaa,3 wickets,19-Jul-22,Croatia,Serbia,1674,Croatia
Kerava,11 runs,19-Jul-22,Finland,Cyprus,1675,Finland
Kerava,7 wickets,19-Jul-22,Isle of Man,Italy,1676,Italy
Vantaa,8 wickets,19-Jul-22,Romania,Sweden,1677,Sweden
Belfast,88 runs,20-Jul-22,Ireland,New Zealand,1678,New Zealand
Belfast,6 wickets,22-Jul-22,Ireland,New Zealand,1679,New Zealand
Vantaa,36 runs,24-Jul-22,Austria,Luxembourg,1680,Austria
Kerava,10 wickets,24-Jul-22,Estonia,Norway,1681,Norway
Vantaa,52 runs,24-Jul-22,Bulgaria,Guernsey,1682,Guernsey
Kerava,51 runs,24-Jul-22,Czech Rep.,France,1683,France
Kerava,141 runs,25-Jul-22,Austria,Slovenia,1684,Austria
Vantaa,120 runs,25-Jul-22,Czech Rep.,Norway,1685,Norway
Vantaa,1 wicket,25-Jul-22,France,Switzerland,1686,Switzerland
Kerava,17 runs,25-Jul-22,Guernsey,Luxembourg,1687,Guernsey
Vantaa,2 wickets,27-Jul-22,Austria,Guernsey,1688,Austria
Kerava,31 runs,27-Jul-22,Estonia,Switzerland,1689,Switzerland
Vantaa,3 wickets,27-Jul-22,Bulgaria,Slovenia,1690,Bulgaria
Kerava,11 runs,27-Jul-22,France,Norway,1691,France
Edinburgh,68 runs,27-Jul-22,Scotland,New Zealand,1692,New Zealand
Bristol,41 runs,27-Jul-22,England,South Africa,1693,England
Kerava,21 runs,28-Jul-22,Bulgaria,Luxembourg,1694,Luxembourg
Vantaa,12 runs,28-Jul-22,Norway,Switzerland,1695,Norway
Vantaa,42 runs,28-Jul-22,Czech Rep.,Estonia,1696,Czech Rep.
Kerava,9 wickets,28-Jul-22,Guernsey,Slovenia,1697,Guernsey
Cardiff,58 runs,28-Jul-22,England,South Africa,1698,South Africa
Malkerns,8 wickets,29-Jul-22,Eswatini,Mozambique,1699,Mozambique
Malkerns,7 wickets,29-Jul-22,Eswatini,Mozambique,1700,Mozambique
Edinburgh,102 runs,29-Jul-22,Scotland,New Zealand,1701,New Zealand
Tarouba,68 runs,29-Jul-22,West Indies,India,1702,India
Malkerns,8 wickets,30-Jul-22,Eswatini,Mozambique,1703,Mozambique
Vantaa,158 runs,30-Jul-22,Austria,Bulgaria,1704,Austria
Kerava,7 wickets,30-Jul-22,Czech Rep.,Switzerland,1705,Czech Rep.
Harare,17 runs,30-Jul-22,Zimbabwe,Bangladesh,1706,Zimbabwe
Malkerns,95 runs,30-Jul-22,Eswatini,Mozambique,1707,Mozambique
Vantaa,5 runs,30-Jul-22,Luxembourg,Slovenia,1708,Luxembourg
Kerava,25 runs,30-Jul-22,Estonia,France,1709,France
Malkerns,94 runs,31-Jul-22,Eswatini,Mozambique,1710,Mozambique
Vantaa,4 wickets,31-Jul-22,Bulgaria,Czech Rep.,1711,Czech Rep.
Kerava,56 runs,31-Jul-22,France,Guernsey,1712,Guernsey
Harare,7 wickets,31-Jul-22,Zimbabwe,Bangladesh,1713,Bangladesh
Malkerns,43 runs,31-Jul-22,Eswatini,Mozambique,1714,Mozambique
Kerava,9 wickets,31-Jul-22,Austria,Norway,1715,Austria
Vantaa,7 runs,31-Jul-22,Luxembourg,Switzerland,1716,Luxembourg
Southampton,90 runs,31-Jul-22,England,South Africa,1717,South Africa
Basseterre,5 wickets,1-Aug-22,West Indies,India,1718,West Indies
Harare,10 runs,2-Aug-22,Zimbabwe,Bangladesh,1719,Zimbabwe
Basseterre,7 wickets,2-Aug-22,West Indies,India,1720,India
Bristol,21 runs,3-Aug-22,Ireland,South Africa,1721,South Africa
The Hague,16 runs,4-Aug-22,Netherlands,New Zealand,1722,New Zealand
The Hague,8 wickets,5-Aug-22,Netherlands,New Zealand,1723,New Zealand
Bristol,44 runs,5-Aug-22,Ireland,South Africa,1724,South Africa
Lauderhill,59 runs,6-Aug-22,India,West Indies,1725,India
Lauderhill,88 runs,7-Aug-22,India,West Indies,1726,India
Belfast,7 wickets,9-Aug-22,Ireland,Afghanistan,1727,Ireland
Kingston,13 runs,10-Aug-22,West Indies,New Zealand,1728,New Zealand
Belfast,5 wickets,11-Aug-22,Ireland,Afghanistan,1729,Ireland
Al Amerat,-,11-Aug-22,Bahrain,Kuwait,1730,tied
Belfast,22 runs,12-Aug-22,Ireland,Afghanistan,1731,Afghanistan
Kingston,90 runs,12-Aug-22,West Indies,New Zealand,1732,New Zealand
Al Amerat,20 runs,13-Aug-22,Bahrain,Kuwait,1733,Kuwait
Al Amerat,5 wickets,14-Aug-22,Bahrain,Kuwait,1734,Kuwait
Kingston,8 wickets,14-Aug-22,West Indies,New Zealand,1735,West Indies
Belfast,27 runs,15-Aug-22,Ireland,Afghanistan,1736,Afghanistan
Al Amerat,4 wickets,16-Aug-22,Bahrain,Kuwait,1737,Kuwait
Belfast,7 wickets,17-Aug-22,Ireland,Afghanistan,1738,Ireland
Al Amerat,102 runs,17-Aug-22,Bahrain,Kuwait,1739,Kuwait
Al Amerat,8 runs,20-Aug-22,Hong Kong,Singapore,1740,Hong Kong
Al Amerat,1 wicket,21-Aug-22,Kuwait,U.A.E.,1741,Kuwait
Al Amerat,47 runs,22-Aug-22,Singapore,U.A.E.,1742,U.A.E.
Al Amerat,8 wickets,23-Aug-22,Hong Kong,Kuwait,1743,Hong Kong
Al Amerat,6 wickets,24-Aug-22,Kuwait,Singapore,1744,Kuwait
Al Amerat,8 wickets,24-Aug-22,Hong Kong,U.A.E.,1745,Hong Kong
Nairobi (Gym),5 wickets,25-Aug-22,Kenya,Nepal,1746,Nepal
Nairobi (Gym),18 runs,26-Aug-22,Kenya,Nepal,1747,Kenya
Dubai (DICS),8 wickets,27-Aug-22,Afghanistan,Sri Lanka,1748,Afghanistan
Nairobi (Gym),4 wickets,28-Aug-22,Kenya,Nepal,1749,Nepal
Dubai (DICS),5 wickets,28-Aug-22,India,Pakistan,1750,India
Nairobi (Gym),7 runs,29-Aug-22,Kenya,Nepal,1751,Kenya
Nairobi (Gym),31 runs,30-Aug-22,Kenya,Nepal,1752,Nepal
Sharjah,7 wickets,30-Aug-22,Afghanistan,Bangladesh,1753,Afghanistan
Dubai (DICS),40 runs,31-Aug-22,Hong Kong,India,1754,India
Dubai (DICS),2 wickets,1-Sep-22,Bangladesh,Sri Lanka,1755,Sri Lanka
Sharjah,155 runs,2-Sep-22,Hong Kong,Pakistan,1756,Pakistan
Sharjah,4 wickets,3-Sep-22,Afghanistan,Sri Lanka,1757,Sri Lanka
Dubai (DICS),5 wickets,4-Sep-22,India,Pakistan,1758,Pakistan
Dubai (DICS),6 wickets,6-Sep-22,India,Sri Lanka,1759,Sri Lanka
Sharjah,1 wicket,7-Sep-22,Afghanistan,Pakistan,1760,Pakistan
Dubai (DICS),101 runs,8-Sep-22,Afghanistan,India,1761,India
Port vila,56 runs,9-Sep-22,Vanuatu,Fiji,1762,Vanuatu
Port vila,7 wickets,9-Sep-22,Cook Islands,Samoa,1763,Samoa
Dubai (DICS),5 wickets,9-Sep-22,Pakistan,Sri Lanka,1764,Sri Lanka
Port vila,3 wickets,10-Sep-22,Cook Islands,Fiji,1765,Fiji
Port vila,9 wickets,10-Sep-22,Vanuatu,Samoa,1766,Vanuatu
Port vila,5 wickets,11-Sep-22,Vanuatu,Cook Islands,1767,Cook Islands
Port vila,3 wickets,11-Sep-22,Fiji,Samoa,1768,Fiji
Dubai (DICS),23 runs,11-Sep-22,Pakistan,Sri Lanka,1769,Sri Lanka
Port vila,4 wickets,13-Sep-22,Cook Islands,Samoa,1770,Cook Islands
Port vila,18 runs,13-Sep-22,Vanuatu,Fiji,1771,Vanuatu
Port vila,6 wickets,14-Sep-22,Vanuatu,Samoa,1772,Vanuatu
Port vila,8 wickets,14-Sep-22,Cook Islands,Fiji,1773,Cook Islands
Port vila,30 runs,15-Sep-22,Fiji,Samoa,1774,Fiji
Port vila,50 runs,15-Sep-22,Vanuatu,Cook Islands,1775,Vanuatu
Benoni,7 wickets,15-Sep-22,Botswana,Uganda,1776,Uganda
Benoni,7 wickets,15-Sep-22,Cameroon,Malawi,1777,Malawi
Benoni,28 runs,16-Sep-22,Ghana,Mozambique,1778,Ghana
Benoni,52 runs,16-Sep-22,Kenya,Malawi,1779,Kenya
Benoni,10 wickets,17-Sep-22,Cameroon,Tanzania,1780,Tanzania
Benoni,4 wickets,17-Sep-22,Kenya,Tanzania,1781,Tanzania
Benoni,11 runs,18-Sep-22,Botswana,Ghana,1782,Botswana
Benoni,38 runs,18-Sep-22,Mozambique,Uganda,1783,Uganda
Benoni,9 wickets,19-Sep-22,Cameroon,Kenya,1784,Kenya
Benoni,92 runs,19-Sep-22,Botswana,Mozambique,1785,Botswana
Benoni,44 runs,20-Sep-22,Malawi,Tanzania,1786,Tanzania
Benoni,8 wickets,20-Sep-22,Ghana,Uganda,1787,Uganda
Mohali,4 wickets,20-Sep-22,India,Australia,1788,Australia
Karachi,6 wickets,20-Sep-22,Pakistan,England,1789,England
Benoni,3 wickets,21-Sep-22,Kenya,Uganda,1790,Uganda
Benoni,4 wickets,21-Sep-22,Botswana,Tanzania,1791,Tanzania
Benoni,8 wickets,22-Sep-22,Tanzania,Uganda,1792,Uganda
Karachi,10 wickets,22-Sep-22,Pakistan,England,1793,Pakistan
Nagpur,6 wickets,23-Sep-22,India,Australia,1794,India
Karachi,63 runs,23-Sep-22,Pakistan,England,1795,England
Hyderabad,6 wickets,25-Sep-22,India,Australia,1796,India
Dubai (DICS),7 runs,25-Sep-22,U.A.E.,Bangladesh,1797,Bangladesh
Karachi,3 runs,25-Sep-22,Pakistan,England,1798,Pakistan
Dubai (DICS),32 runs,27-Sep-22,U.A.E.,Bangladesh,1799,Bangladesh
Thiruvananthapuram,8 wickets,28-Sep-22,India,South Africa,1800,India
Lahore,6 runs,28-Sep-22,Pakistan,England,1801,Pakistan
Lahore,8 wickets,30-Sep-22,Pakistan,England,1802,England
Guwahati,16 runs,2-Oct-22,India,South Africa,1803,India
Lahore,67 runs,2-Oct-22,Pakistan,England,1804,England
Indore,49 runs,4-Oct-22,India,South Africa,1805,South Africa
Carrara,3 wickets,5-Oct-22,Australia,West Indies,1806,Australia
Christchurch,21 runs,7-Oct-22,Bangladesh,Pakistan,1807,Pakistan
Brisbane,31 runs,7-Oct-22,Australia,West Indies,1808,Australia
Christchurch,6 wickets,8-Oct-22,New Zealand,Pakistan,1809,Pakistan
Sano,65 runs,9-Oct-22,Japan,Indonesia,1810,Japan
Christchurch,8 wickets,9-Oct-22,New Zealand,Bangladesh,1811,New Zealand
Perth,8 runs,9-Oct-22,Australia,England,1812,England
Sano,75 runs,10-Oct-22,Japan,Indonesia,1813,Japan
Sano,3 wickets,11-Oct-22,Japan,Indonesia,1814,Indonesia
Christchurch,9 wickets,11-Oct-22,New Zealand,Pakistan,1815,New Zealand
Christchurch,48 runs,12-Oct-22,New Zealand,Bangladesh,1816,New Zealand
Canberra,8 runs,12-Oct-22,Australia,England,1817,England
Christchurch,7 wickets,13-Oct-22,Bangladesh,Pakistan,1818,Pakistan
Christchurch,5 wickets,14-Oct-22,New Zealand,Pakistan,1819,Pakistan
Canberra,-,14-Oct-22,Australia,England,1820,no result
Sano,64 runs,15-Oct-22,Indonesia,South Korea,1821,Indonesia
Sano,48 runs,15-Oct-22,Japan,South Korea,1822,Japan
Geelong,55 runs,16-Oct-22,Namibia,Sri Lanka,1823,Namibia
Sano,4 wickets,16-Oct-22,Japan,Indonesia,1824,Japan
Geelong,3 wickets,16-Oct-22,Netherlands,U.A.E.,1825,Netherlands
Hobart,42 runs,17-Oct-22,Scotland,West Indies,1826,Scotland
Sano,8 wickets,17-Oct-22,Japan,South Korea,1827,Japan
Hobart,31 runs,17-Oct-22,Ireland,Zimbabwe,1828,Zimbabwe
Sano,6 wickets,18-Oct-22,Japan,Indonesia,1829,Indonesia
Geelong,5 wickets,18-Oct-22,Namibia,Netherlands,1830,Netherlands
Sano,3 wickets,18-Oct-22,Indonesia,South Korea,1831,Indonesia
Geelong,79 runs,18-Oct-22,Sri Lanka,U.A.E.,1832,Sri Lanka
Hobart,6 wickets,19-Oct-22,Ireland,Scotland,1833,Ireland
Hobart,31 runs,19-Oct-22,West Indies,Zimbabwe,1834,West Indies
Geelong,16 runs,20-Oct-22,Netherlands,Sri Lanka,1835,Sri Lanka
